person_id,file_id,file_name,ground_truth1,ground_truth2,ground_truth3,ground_truth4,ground_truth5,ground_truth6,ground_truth7,x,y,Width,Height,Score,Label,备注
6,23,Person6_23,lavenderDie,,,,,,,14,303,1560,1482,0.31242,pumpkinNotes,
6,23,Person6_23,lavenderDie,,,,,,,1264,885,1815,1331,0.36072,trophy,
6,23,Person6_23,lavenderDie,,,,,,,1533,1097,1815,552,0.34519,blueSunglasses,
6,24,Person6_24,redBow,,,,,,,928,628,1855,1165,0.3162,cupcakePaper,
6,24,Person6_24,redBow,,,,,,,1197,318,1896,1770,0.26509,pumpkinNotes,
6,24,Person6_24,redBow,,,,,,,108,424,2379,1565,0.46126,yellowBag,
6,25,Person6_25,pinkCandle,,,,,,,619,1210,1358,1066,0.41202,birdCall,
6,25,Person6_25,pinkCandle,,,,,,,511,1686,968,590,0.33552,cloudSign,
6,25,Person6_25,pinkCandle,,,,,,,14,8,417,1853,0.25035,sign,
6,25,Person6_25,pinkCandle,,,,,,,699,1649,1183,401,0.37875,blueSunglasses,
6,26,Person6_26,pinkCandle,,,,,,,1224,983,1277,1112,0.3316,cloudSign,
6,26,Person6_26,pinkCandle,,,,,,,1506,1119,1291,575,0.25341,eyeball,
6,26,Person6_26,pinkCandle,,,,,,,525,840,1560,741,0.40881,metalKey,
6,26,Person6_26,pinkCandle,,,,,,,1022,885,538,681,0.37036,pinkCandle,
6,26,Person6_26,pinkCandle,,,,,,,1680,567,1533,1278,0.33018,pumpkinNotes,
6,26,Person6_26,pinkCandle,,,,,,,14,726,2030,1550,0.40389,yellowBag,
6,27,Person6_27,lavenderDie,,,,,,,632,870,1318,1006,0.31065,birdCall,
6,27,Person6_27,lavenderDie,,,,,,,552,696,914,1006,0.28315,cloudSign,
6,27,Person6_27,lavenderDie,,,,,,,1976,583,363,945,0.44075,pinkCandle,
6,27,Person6_27,lavenderDie,,,,,,,1627,167,1089,2049,0.50354,sign,
6,27,Person6_27,lavenderDie,,,,,,,471,159,1076,847,0.27214,hairClip,
6,28,Person6_28,lavenderDie,,,,,,,740,280,1076,832,0.25262,cloudSign,
6,28,Person6_28,lavenderDie,,,,,,,216,333,1613,779,0.35789,metalKey,
6,28,Person6_28,lavenderDie,,,,,,,820,378,377,704,0.3096,pinkCandle,
6,28,Person6_28,lavenderDie,,,,,,,1210,265,1896,1535,0.49454,pumpkinNotes,
6,28,Person6_28,lavenderDie,,,,,,,135,8,1788,1611,0.54684,sign,
6,28,Person6_28,lavenderDie,,,,,,,1560,1331,1183,945,0.33778,hairClip,
6,29,Person6_29,lavenderDie,,,,,,,2541,1467,982,492,0.27266,eyeball,
6,29,Person6_29,lavenderDie,,,,,,,2850,174,1197,2042,0.4276,sign,
6,29,Person6_29,lavenderDie,,,,,,,2809,1664,417,371,0.38029,lavenderDie,
6,30,Person6_30,silverStraw,,,,,,,2554,923,1492,1203,0.29894,birdCall,
6,30,Person6_30,silverStraw,,,,,,,713,681,1734,1051,0.3949,cloudSign,
6,30,Person6_30,silverStraw,,,,,,,3213,1089,740,590,0.305,eyeball,
6,30,Person6_30,silverStraw,,,,,,,820,326,1519,1157,0.38627,partyFavor,
6,30,Person6_30,silverStraw,,,,,,,1143,8,901,1928,0.27915,sign,
6,30,Person6_30,silverStraw,,,,,,,1089,1203,404,318,0.36356,lavenderDie,
7,1,Person7_1,cactusPaper,canadaPencil,,,,,,1492,1281,1291,1492,0.30644,birdCall,
7,1,Person7_1,cactusPaper,canadaPencil,,,,,,1479,1321,1318,1422,0.43995,cloudSign,
7,1,Person7_1,cactusPaper,canadaPencil,,,,,,1291,1533,1197,625,0.33147,eyeball,
7,1,Person7_1,cactusPaper,canadaPencil,,,,,,1627,1170,1640,1331,0.4164,metalKey,
7,1,Person7_1,cactusPaper,canadaPencil,,,,,,1963,1502,363,1089,0.47135,pinkCandle,
7,1,Person7_1,cactusPaper,canadaPencil,,,,,,1667,817,1586,2218,0.29959,sign,
7,2,Person7_2,blueSunglasses,,,,,,,1667,1815,1008,1220,0.25952,cloudSign,
7,2,Person7_2,blueSunglasses,,,,,,,1291,1855,1143,847,0.35864,eyeball,
7,2,Person7_2,blueSunglasses,,,,,,,1506,2097,189,938,0.26411,pinkCandle,
7,2,Person7_2,blueSunglasses,,,,,,,834,2117,1479,918,0.44333,redWhistle,
7,2,Person7_2,blueSunglasses,,,,,,,525,11,982,2783,0.4489,sign,
7,2,Person7_2,blueSunglasses,,,,,,,686,192,1788,686,0.25253,blueSunglasses,
7,2,Person7_2,blueSunglasses,,,,,,,619,1422,1358,1301,0.66699,hairClip,
7,3,Person7_3,brownDie,,,,,,,310,1492,780,696,0.26257,eyeball,
7,3,Person7_3,brownDie,,,,,,,820,1260,2111,1775,0.43138,sign,
7,3,Person7_3,brownDie,,,,,,,847,11,2608,1291,0.41321,silverStraw,
7,3,Person7_3,brownDie,,,,,,,1922,1603,444,494,0.71409,lavenderDie,
7,4,Person7_4,trophy,,,,,,,1008,716,1116,1311,0.25658,cloudSign,
7,4,Person7_4,trophy,,,,,,,1775,817,767,746,0.25179,eyeball,
7,4,Person7_4,trophy,,,,,,,1385,525,1533,1321,0.46651,metalKey,
7,4,Person7_4,trophy,,,,,,,914,716,1318,2319,0.63582,sign,
7,4,Person7_4,trophy,,,,,,,1318,746,1694,867,0.46863,blueSunglasses,
7,4,Person7_4,trophy,,,,,,,14,787,1277,2047,0.26185,yellowBag,
7,5,Person7_5,blueSunglasses,,,,,,,1156,1835,1452,1200,0.38669,cupcakePaper,
7,5,Person7_5,blueSunglasses,,,,,,,242,1291,914,676,0.3249,eyeball,
7,5,Person7_5,blueSunglasses,,,,,,,3092,132,955,2510,0.28844,sign,
7,5,Person7_5,blueSunglasses,,,,,,,767,1361,1640,948,0.60701,blueSunglasses,
7,6,Person7_6,brownDie,,,,,,,1627,31,377,454,0.34545,cloudSign,
7,6,Person7_6,brownDie,,,,,,,1869,494,1748,1825,0.25863,cupcakePaper,
7,6,Person7_6,brownDie,,,,,,,1949,11,417,2127,0.30106,sign,
7,7,Person7_7,paperPlate,,,,,,,1156,1089,2057,1936,0.32101,cupcakePaper,
7,7,Person7_7,paperPlate,,,,,,,511,686,3253,2349,0.35425,paperPlate,
7,7,Person7_7,paperPlate,,,,,,,1250,525,1815,2188,0.36627,pumpkinNotes,
7,7,Person7_7,paperPlate,,,,,,,1143,1109,1963,1926,0.41339,yellowBalloon,
7,7,Person7_7,paperPlate,,,,,,,1237,2188,1277,575,0.28058,blueSunglasses,
7,8,Person7_8,blueSunglasses,,,,,,,121,454,2379,1845,0.25797,birdCall,
7,8,Person7_8,blueSunglasses,,,,,,,121,333,1210,847,0.4634,eyeball,
7,8,Person7_8,blueSunglasses,,,,,,,820,273,1519,1392,0.2853,metalKey,
7,8,Person7_8,blueSunglasses,,,,,,,471,877,1654,1906,0.44059,pumpkinNotes,
7,8,Person7_8,blueSunglasses,,,,,,,81,333,2473,2702,0.48466,yellowBalloon,
7,8,Person7_8,blueSunglasses,,,,,,,323,494,1949,968,0.61751,blueSunglasses,
7,8,Person7_8,blueSunglasses,,,,,,,1358,605,1022,1190,0.2699,hairClip,
7,8,Person7_8,blueSunglasses,,,,,,,1640,676,404,605,0.33343,lavenderDie,
7,8,Person7_8,blueSunglasses,,,,,,,417,736,1801,2188,0.64344,yellowBag,
7,9,Person7_9,redWhistle,trophy,,,,,,2554,1049,1479,1533,0.45133,birdCall,
7,9,Person7_9,redWhistle,trophy,,,,,,1546,605,1224,1109,0.31538,cloudSign,
7,9,Person7_9,redWhistle,trophy,,,,,,686,1250,1788,1785,0.32465,cupcakePaper,
7,9,Person7_9,redWhistle,trophy,,,,,,2043,666,780,666,0.4596,eyeball,
7,9,Person7_9,redWhistle,trophy,,,,,,1694,444,1506,1492,0.42981,metalKey,
7,9,Person7_9,redWhistle,trophy,,,,,,1586,484,1210,1402,0.30381,pumpkinNotes,
7,9,Person7_9,redWhistle,trophy,,,,,,2635,1392,1371,1271,0.74119,redWhistle,
7,9,Person7_9,redWhistle,trophy,,,,,,1976,898,982,2137,0.40034,sign,
7,9,Person7_9,redWhistle,trophy,,,,,,2016,1129,1452,504,0.47317,blueSunglasses,
7,9,Person7_9,redWhistle,trophy,,,,,,1264,615,1264,1180,0.34428,hairClip,
7,10,Person7_10,redWhistle,,,,,,,1465,11,1371,1361,0.30111,cloudSign,
7,10,Person7_10,redWhistle,,,,,,,1103,837,914,736,0.27698,eyeball,
7,10,Person7_10,redWhistle,,,,,,,14,716,1479,1331,0.85849,redWhistle,
7,10,Person7_10,redWhistle,,,,,,,2460,11,1129,2097,0.45202,sign,
7,10,Person7_10,redWhistle,,,,,,,1116,1210,2675,1825,0.27006,yellowBag,
7,11,Person7_11,trophy,,,,,,,269,968,861,1260,0.25852,cloudSign,
7,11,Person7_11,trophy,,,,,,,2084,898,1882,1875,0.33448,cupcakePaper,
7,11,Person7_11,trophy,,,,,,,1680,1603,928,877,0.25366,eyeball,
7,11,Person7_11,trophy,,,,,,,1922,1170,1654,1754,0.25625,metalKey,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1344,363,1654,1613,0.51391,birdCall,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1170,938,1976,1341,0.47202,cloudSign,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1788,182,726,736,0.36177,eyeball,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,780,252,1600,1432,0.43702,metalKey,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,2500,857,457,1109,0.3613,pinkCandle,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1156,464,1976,1825,0.303,pumpkinNotes,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1318,1654,1103,1381,0.30175,sign,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1076,847,1573,666,0.40226,blueSunglasses,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1882,1079,1116,1109,0.31452,hairClip,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1680,313,336,434,0.31108,lavenderDie,
7,12,Person7_12,trophy,redWhistle,blueSunglasses,brownDie,cactusPaper,canadaPencil,,1680,716,982,1371,0.41454,stickerBox,
7,13,Person7_13,trophy,,,,,,,2635,1190,1358,1271,0.37114,cloudSign,
7,13,Person7_13,trophy,,,,,,,1264,41,1801,1865,0.27655,cupcakePaper,
7,13,Person7_13,trophy,,,,,,,2151,11,1734,1351,0.25878,partyFavor,
7,13,Person7_13,trophy,,,,,,,1963,11,968,1936,0.38128,sign,
7,13,Person7_13,trophy,,,,,,,2527,1714,968,1119,0.26673,hairClip,
7,14,Person7_14,trophy,canadaPencil,,,,,,2460,1190,1116,1271,0.2983,birdCall,
7,14,Person7_14,trophy,canadaPencil,,,,,,14,394,2635,1936,0.4634,canadaPencil,
7,14,Person7_14,trophy,canadaPencil,,,,,,2205,1392,1035,847,0.3325,cloudSign,
7,14,Person7_14,trophy,canadaPencil,,,,,,2124,1392,1183,918,0.46067,eyeball,
7,14,Person7_14,trophy,canadaPencil,,,,,,1922,1291,1613,1079,0.55239,metalKey,
7,14,Person7_14,trophy,canadaPencil,,,,,,2514,1089,1022,1946,0.39274,sign,
7,14,Person7_14,trophy,canadaPencil,,,,,,2500,1623,1076,414,0.43353,blueSunglasses,
7,15,Person7_15,canadaPencil,,,,,,,820,686,1465,1402,0.29424,cloudSign,
7,15,Person7_15,canadaPencil,,,,,,,1331,888,1076,2148,0.47527,sign,
7,16,Person7_16,brownDie,,,,,,,726,11,1129,2087,0.6425,sign,
7,16,Person7_16,brownDie,,,,,,,1976,1412,363,414,0.65381,lavenderDie,
7,17,Person7_17,redWhistle,,,,,,,767,1331,1600,1704,0.30303,birdCall,
7,17,Person7_17,redWhistle,,,,,,,2460,11,1116,1502,0.37483,cloudSign,
7,17,Person7_17,redWhistle,,,,,,,1277,1926,1116,676,0.31658,eyeball,
7,17,Person7_17,redWhistle,,,,,,,874,11,1990,1291,0.2887,metalKey,
7,17,Person7_17,redWhistle,,,,,,,457,1392,511,1351,0.33394,pinkCandle,
7,17,Person7_17,redWhistle,,,,,,,1237,1785,1183,1250,0.46812,redWhistle,
7,17,Person7_17,redWhistle,,,,,,,148,585,1170,2450,0.61977,sign,
7,17,Person7_17,redWhistle,,,,,,,2487,565,1076,353,0.28049,blueSunglasses,
7,17,Person7_17,redWhistle,,,,,,,1936,1160,2111,1875,0.2911,yellowBag,
8,1,Person8_1,cloudSign,,,,,,,888,484,1976,1795,0.41391,birdCall,
8,1,Person8_1,cloudSign,,,,,,,1129,1049,914,1109,0.31365,cloudSign,
8,1,Person8_1,cloudSign,,,,,,,1250,746,1264,918,0.50581,eyeball,
8,1,Person8_1,cloudSign,,,,,,,2043,857,216,1059,0.30198,pinkCandle,
8,1,Person8_1,cloudSign,,,,,,,1156,777,1479,1260,0.26007,pumpkinNotes,
8,1,Person8_1,cloudSign,,,,,,,1291,908,1170,2127,0.44244,sign,
8,1,Person8_1,cloudSign,,,,,,,1385,736,955,1371,0.39729,stickerBox,
8,2,Person8_2,rubiksCube,,,,,,,431,1140,1170,1351,0.35598,cloudSign,
8,2,Person8_2,rubiksCube,,,,,,,1371,1271,1035,1150,0.30844,eyeball,
8,2,Person8_2,rubiksCube,,,,,,,256,1240,1506,1170,0.44808,metalKey,
8,2,Person8_2,rubiksCube,,,,,,,1909,1583,431,464,0.37172,lavenderDie,
8,2,Person8_2,rubiksCube,,,,,,,1358,988,2688,2047,0.29272,yellowBag,
8,3,Person8_3,vancouverCards,,,,,,,1721,192,847,1069,0.36335,cloudSign,
8,3,Person8_3,vancouverCards,,,,,,,1344,1240,1076,1795,0.52252,sign,
8,3,Person8_3,vancouverCards,,,,,,,14,1039,2702,1996,0.32228,yellowBag,
8,4,Person8_4,voiceRecorder,,,,,,,1183,978,1398,1704,0.34216,birdCall,
8,4,Person8_4,voiceRecorder,,,,,,,1707,1240,874,767,0.36217,eyeball,
8,4,Person8_4,voiceRecorder,,,,,,,1654,11,2393,1019,0.29586,silverStraw,
8,4,Person8_4,voiceRecorder,,,,,,,498,1855,995,394,0.30577,blueSunglasses,
8,5,Person8_5,null,,,,,,,1560,928,1788,1805,0.3452,birdCall,
8,5,Person8_5,null,,,,,,,1560,384,1734,2016,0.67239,pumpkinNotes,
8,5,Person8_5,null,,,,,,,1748,767,1371,1714,0.34312,stickerBox,
8,6,Person8_6,cactusPaper,,,,,,,1600,555,1734,1684,0.27816,birdCall,
8,6,Person8_6,cactusPaper,,,,,,,3387,101,444,877,0.27507,pinkCandle,
8,6,Person8_6,cactusPaper,,,,,,,2406,888,1224,2148,0.37825,sign,
8,7,Person8_7,miniCards,,,,,,,81,706,1842,1815,0.65342,birdCall,图片存疑
8,7,Person8_7,miniCards,,,,,,,672,1623,1210,1240,0.34822,cloudSign,图片存疑
8,7,Person8_7,miniCards,,,,,,,457,2127,1129,716,0.25896,eyeball,图片存疑
8,7,Person8_7,miniCards,,,,,,,1035,111,511,1260,0.35919,pinkCandle,图片存疑
8,7,Person8_7,miniCards,,,,,,,605,11,820,1724,0.39155,sign,图片存疑
8,8,Person8_8,silverStraw,,,,,,,1371,1855,1586,1180,0.28354,metalKey,
8,8,Person8_8,silverStraw,,,,,,,1613,1079,1680,1956,0.38416,sign,
8,9,Person8_9,metalKey,,,,,,,406,258,226,319,0.3309,eyeball,
8,9,Person8_9,metalKey,,,,,,,122,166,383,503,0.50478,metalKey,
8,9,Person8_9,metalKey,,,,,,,253,219,125,415,0.30106,pinkCandle,
8,9,Person8_9,metalKey,,,,,,,46,5,266,861,0.38831,sign,
9,1,Person9_1,stickerBox,,,,,,,1106,692,2662,1798,0.43198,birdCall,
9,1,Person9_1,stickerBox,,,,,,,1832,623,1106,1406,0.35588,cloudSign,
9,1,Person9_1,stickerBox,,,,,,,1780,876,1279,1510,0.29248,cupcakePaper,
9,1,Person9_1,stickerBox,,,,,,,2230,1095,1037,1003,0.29631,eyeball,
9,1,Person9_1,stickerBox,,,,,,,934,369,2955,2443,0.55476,pumpkinNotes,
9,1,Person9_1,stickerBox,,,,,,,1711,1602,1435,450,0.2865,blueSunglasses,
9,1,Person9_1,stickerBox,,,,,,,3595,2869,484,415,0.26953,lavenderDie,
9,1,Person9_1,stickerBox,,,,,,,1296,404,2247,2408,0.81436,stickerBox,
9,2,Person9_2,metalKey,,,,,,,525,333,2715,1684,0.42595,canadaPencil,
9,2,Person9_2,metalKey,,,,,,,2258,585,914,1160,0.25419,cloudSign,
9,2,Person9_2,metalKey,,,,,,,2957,938,686,525,0.30348,eyeball,
9,2,Person9_2,metalKey,,,,,,,955,525,1828,1321,0.66444,metalKey,
9,2,Person9_2,metalKey,,,,,,,1909,928,498,958,0.35491,pinkCandle,
9,2,Person9_2,metalKey,,,,,,,1291,121,1721,2520,0.38661,sign,
9,2,Person9_2,metalKey,,,,,,,2178,1170,1103,444,0.38188,blueSunglasses,
9,2,Person9_2,metalKey,,,,,,,2272,938,928,968,0.46597,hairClip,
9,2,Person9_2,metalKey,,,,,,,27,888,2541,2148,0.31834,yellowBag,
9,3,Person9_3,metalKey,hairRoller,,,,,,95,948,1237,898,0.26679,eyeball,
9,3,Person9_3,metalKey,hairRoller,,,,,,1129,736,1412,1311,0.72271,redWhistle,
9,3,Person9_3,metalKey,hairRoller,,,,,,498,1402,363,404,0.50711,lavenderDie,
9,3,Person9_3,metalKey,hairRoller,,,,,,41,11,2487,1472,0.42305,yellowBag,
9,4,Person9_4,hairRoller,pinkCandle,,,,,,2514,686,390,988,0.41164,pinkCandle,
9,4,Person9_4,hairRoller,pinkCandle,,,,,,1828,1502,1264,1079,0.3711,redWhistle,
9,4,Person9_4,hairRoller,pinkCandle,,,,,,659,11,2420,1986,0.45879,yellowBag,
9,5,Person9_5,pinkCandle,,,,,,,1331,1069,1627,1512,0.32993,birdCall,
9,5,Person9_5,pinkCandle,,,,,,,1976,464,377,968,0.6486,pinkCandle,
9,5,Person9_5,pinkCandle,,,,,,,1842,11,659,1926,0.65481,sign,
9,5,Person9_5,pinkCandle,,,,,,,14,11,2258,2027,0.56726,yellowBag,
9,6,Person9_6,blueSunglasses,,,,,,,1775,202,753,666,0.40167,eyeball,
9,6,Person9_6,blueSunglasses,,,,,,,1385,101,995,434,0.39308,blueSunglasses,
9,7,Person9_7,blueSunglasses,,,,,,,1170,867,888,625,0.32503,eyeball,
9,7,Person9_7,blueSunglasses,,,,,,,1586,1119,1761,1835,0.28678,pumpkinNotes,
9,7,Person9_7,blueSunglasses,,,,,,,1439,636,2016,1109,0.59368,blueSunglasses,
9,7,Person9_7,blueSunglasses,,,,,,,14,11,1694,2400,0.42648,yellowBag,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,471,817,1103,797,0.4456,eyeball,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,1963,464,1560,1462,0.29717,pumpkinNotes,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,14,494,1210,1361,0.34932,redWhistle,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,2258,605,1533,1613,0.3615,trophy,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,2245,827,1573,706,0.60256,blueSunglasses,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,2205,646,1062,1140,0.43419,hairClip,
9,8,Person9_8,blueSunglasses,hairRoller,,,,,,14,11,2621,1523,0.38954,yellowBag,
9,9,Person9_9,blueSunglasses,,,,,,,753,434,1680,2319,0.44903,birdCall,
9,9,Person9_9,blueSunglasses,,,,,,,847,595,914,767,0.25527,eyeball,
9,9,Person9_9,blueSunglasses,,,,,,,1385,1432,928,384,0.36897,blueSunglasses,
9,10,Person9_10,blueSunglasses,,,,,,,1022,11,1103,837,0.25376,eyeball,
9,10,Person9_10,blueSunglasses,,,,,,,1156,837,1492,1533,0.27595,pumpkinNotes,
9,10,Person9_10,blueSunglasses,,,,,,,592,323,834,2541,0.3451,sign,
9,10,Person9_10,blueSunglasses,,,,,,,1465,1079,1358,646,0.37861,blueSunglasses,
9,11,Person9_11,pinkCandle,,,,,,,2232,81,955,867,0.31064,cloudSign,
9,11,Person9_11,pinkCandle,,,,,,,1667,232,995,625,0.45028,eyeball,
9,11,Person9_11,pinkCandle,,,,,,,1990,293,1492,898,0.30572,metalKey,
9,11,Person9_11,pinkCandle,,,,,,,2809,363,404,797,0.47533,pinkCandle,
9,11,Person9_11,pinkCandle,,,,,,,1788,11,767,2420,0.30365,sign,
9,11,Person9_11,pinkCandle,,,,,,,336,978,2473,2057,0.32457,yellowBag,
9,12,Person9_12,blueSunglasses,,,,,,,955,11,1855,1976,0.59004,pumpkinNotes,
9,12,Person9_12,blueSunglasses,,,,,,,767,11,2218,1885,0.25382,yellowBag,
9,13,Person9_13,pinkEraser,,,,,,,1963,1230,1506,1805,0.29251,birdCall,
9,13,Person9_13,pinkEraser,,,,,,,2675,293,672,1271,0.28379,cloudSign,
9,13,Person9_13,pinkEraser,,,,,,,2554,373,1439,1603,0.32199,pumpkinNotes,
9,13,Person9_13,pinkEraser,,,,,,,2460,1029,1116,313,0.2603,blueSunglasses,
9,14,Person9_14,pinkEraser,,,,,,,1573,1281,1721,1754,0.25522,birdCall,
9,14,Person9_14,pinkEraser,,,,,,,2621,323,767,1230,0.28126,cloudSign,
9,14,Person9_14,pinkEraser,,,,,,,2500,847,1035,242,0.30125,blueSunglasses,
9,14,Person9_14,pinkEraser,,,,,,,2715,605,1197,1190,0.33884,hairClip,
9,15,Person9_15,blueSunglasses,,,,,,,14,1875,1412,1160,0.35289,birdCall,
9,15,Person9_15,blueSunglasses,,,,,,,552,2319,914,333,0.26091,blueSunglasses,
9,15,Person9_15,blueSunglasses,,,,,,,780,2248,417,444,0.29967,lavenderDie,
9,15,Person9_15,blueSunglasses,,,,,,,14,11,2729,2430,0.54058,yellowBag,
9,16,Person9_16,blueSunglasses,,,,,,,901,615,1963,1936,0.27613,canadaPencil,
9,16,Person9_16,blueSunglasses,,,,,,,619,1271,820,716,0.35816,eyeball,
9,16,Person9_16,blueSunglasses,,,,,,,2003,666,1465,1906,0.27675,pumpkinNotes,
9,16,Person9_16,blueSunglasses,,,,,,,874,898,1990,1019,0.54266,blueSunglasses,
9,16,Person9_16,blueSunglasses,,,,,,,2016,988,1465,1311,0.36489,hairClip,
9,17,Person9_17,hairRoller,,,,,,,2272,666,336,1008,0.27096,pinkCandle,
9,17,Person9_17,hairRoller,,,,,,,377,938,1170,1331,0.54949,redWhistle,
9,17,Person9_17,hairRoller,,,,,,,1035,11,1654,1694,0.25336,yellowBalloon,
9,17,Person9_17,hairRoller,,,,,,,807,1220,363,353,0.32342,lavenderDie,
9,17,Person9_17,hairRoller,,,,,,,767,11,2218,1654,0.41854,yellowBag,
9,18,Person9_18,hairRoller,,,,,,,390,1200,1183,1230,0.32867,redWhistle,
9,18,Person9_18,hairRoller,,,,,,,2232,1613,377,414,0.5576,lavenderDie,
9,18,Person9_18,hairRoller,,,,,,,605,11,2527,1916,0.46161,yellowBag,
9,19,Person9_19,hairRoller,,,,,,,793,1371,417,494,0.4818,lavenderDie,
9,19,Person9_19,hairRoller,,,,,,,767,11,2245,1734,0.38786,yellowBag,
9,20,Person9_20,hairRoller,,,,,,,1264,192,1224,1543,0.25252,birdCall,
9,20,Person9_20,hairRoller,blueSunglasses,,,,,,1277,636,1116,1049,0.34499,cloudSign,
9,20,Person9_20,hairRoller,blueSunglasses,,,,,,2890,958,847,454,0.25687,eyeball,
9,20,Person9_20,hairRoller,blueSunglasses,,,,,,1721,525,1465,898,0.2645,metalKey,
9,20,Person9_20,hairRoller,blueSunglasses,,,,,,2070,988,1291,1220,0.31121,redWhistle,
9,20,Person9_20,hairRoller,blueSunglasses,,,,,,1385,978,1546,414,0.3175,blueSunglasses,
9,21,Person9_21,cactusPaper,,,,,,,1482,1721,1160,1976,0.37179,birdCall,
9,21,Person9_21,cactusPaper,,,,,,,1956,1909,182,1089,0.25904,pinkCandle,
9,22,Person9_22,cactusPaper,,,,,,,1180,2003,898,874,0.33778,eyeball,
9,22,Person9_22,cactusPaper,,,,,,,1502,1627,232,1035,0.32595,pinkCandle,
9,23,Person9_23,cactusPaper,,,,,,,1190,1479,827,740,0.36908,eyeball,
9,23,Person9_23,cactusPaper,,,,,,,1805,552,1230,3199,0.40703,yellowBag,
9,24,Person9_24,cactusPaper,,,,,,,1371,2406,474,1129,0.25196,cloudSign,
9,24,Person9_24,cactusPaper,,,,,,,434,336,1492,2460,0.31191,yellowBag,
9,25,Person9_25,blueSunglasses,,,,,,,525,595,2097,2430,0.32657,birdCall,
9,25,Person9_25,blueSunglasses,,,,,,,2406,1059,1183,1512,0.28524,cloudSign,
9,25,Person9_25,blueSunglasses,,,,,,,847,525,901,908,0.30877,eyeball,
9,25,Person9_25,blueSunglasses,,,,,,,1882,555,1694,1714,0.25217,trophy,
9,25,Person9_25,blueSunglasses,,,,,,,1103,746,2111,888,0.54664,blueSunglasses,
9,25,Person9_25,blueSunglasses,,,,,,,2366,888,1277,1079,0.50877,hairClip,
9,26,Person9_26,metalKey,,,,,,,2433,1442,1613,1593,0.26484,birdCall,
9,26,Person9_26,metalKey,,,,,,,1371,404,955,696,0.36788,eyeball,
9,26,Person9_26,metalKey,,,,,,,1076,434,1627,1452,0.40967,pumpkinNotes,
9,26,Person9_26,metalKey,,,,,,,2124,323,1224,1250,0.37206,redWhistle,
9,26,Person9_26,metalKey,,,,,,,2406,1795,1640,938,0.40537,blueSunglasses,
9,26,Person9_26,metalKey,,,,,,,2675,1492,1264,1543,0.27771,stickerBox,
10,1,Person10_1,lavenderDie,miniCards,partyFavor,plaidPencil,sign,voiceRecorder,,1986,1963,948,1506,0.42038,cloudSign,
10,1,Person10_1,lavenderDie,miniCards,partyFavor,plaidPencil,sign,voiceRecorder,,1069,834,686,928,0.46997,eyeball,
10,1,Person10_1,lavenderDie,miniCards,partyFavor,plaidPencil,sign,voiceRecorder,,1452,2003,1210,1439,0.34568,metalKey,
10,1,Person10_1,lavenderDie,miniCards,partyFavor,plaidPencil,sign,voiceRecorder,,575,901,373,1371,0.44701,pinkCandle,
10,1,Person10_1,lavenderDie,miniCards,partyFavor,plaidPencil,sign,voiceRecorder,,11,2057,1714,1990,0.27677,yellowBag,
10,2,Person10_2,cactusPaper,,,,,,,212,54,1573,1855,0.31585,canadaPencil,
10,2,Person10_2,cactusPaper,,,,,,,1331,14,978,1546,0.42838,cloudSign,
10,2,Person10_2,cactusPaper,,,,,,,1402,14,1301,1600,0.35396,partyFavor,
10,2,Person10_2,cactusPaper,,,,,,,1250,2890,313,1156,0.27454,pinkCandle,
10,2,Person10_2,cactusPaper,,,,,,,11,14,877,2420,0.32945,sign,
10,3,Person10_3,cactusPaper,,,,,,,1230,498,1210,2137,0.33454,birdCall,
10,3,Person10_3,cactusPaper,,,,,,,1543,511,998,2124,0.43138,cloudSign,
10,3,Person10_3,cactusPaper,,,,,,,1059,390,706,713,0.2993,eyeball,
10,3,Person10_3,cactusPaper,,,,,,,646,2191,202,1129,0.30262,pinkCandle,
10,3,Person10_3,cactusPaper,,,,,,,11,14,948,2702,0.28163,sign,
10,4,Person10_4,plaidPencil,,,,,,,817,1358,1200,2164,0.29549,birdCall,
10,4,Person10_4,plaidPencil,,,,,,,2027,901,474,847,0.26543,eyeball,
